Gene_ID	Gene_Name	Rank	PageRank_Score	Gene_Expression_Variance	Gene_Expression_Mean	Gene_Expression_Median	Gene-type	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Loadings_Comp1	Loadings_Comp2	Loadings_Comp3	Node Degree	Node Betweenness
ENSG00000177606	JUN	27	0.0016574994340976177	0.5938840332655656	0.6203720348538759	0.28544816542436524	protein_coding	561.969178185082	1.997991825003	0.575660605154071	3.4707808856717794	0.0005189472725542599	0.109461496291325	0.011837972813066294	0.003490808431448372	0.0008785864569748014	184.0	0.008613223278836164
ENSG00000142208	AKT1	28	0.0016492561991450566	0.0078193097579803	0.12953061441132305	0.14114198035921446								-0.0006740128423227558	-0.0020277084786615835	0.0005930975505169194	164.0	0.010641086030552983
ENSG00000135250	SRPK2	29	0.001634274597242925	0.0010417671193214185	0.011956882087331588	0.005138410738019417											164.0	0.009271464313007554
ENSG00000010810	FYN	30	0.0015677990703474856	0.002537573108530505	0.10445181371579719	0.09898633140391229								-0.00030930181706596317	-0.0007644244061917674	-0.0005805083829814804	143.0	0.007557622940884335
ENSG00000175387	SMAD2	31	0.0015253466300940402	0.011136195232603601	0.17067129035105658	0.17794121359277276								-0.001251789592152475	-0.001851166692815195	-0.00037542437097546716	165.0	0.008291954551902804
ENSG00000168283	BMI1	32	0.00149109968344532	0.0014124559158723772	-0.03228753820132033	-0.039705023541021525											165.0	0.0063051662687507535
ENSG00000111530	CAND1	33	0.0014749662457318108	0.030543995893445385	0.29532715985472024	0.3356463700032859								-0.002234764936265145	-0.0034232189671191326	-0.0005343149319828096	176.0	0.0040811934438068805
ENSG00000082701	GSK3B	34	0.001452793266489935	0.002479218908913608	0.05598700532858946	0.04783009739128104								-0.0005483750457867943	-0.00017178862831360213	-0.0010030756119613982	138.0	0.010088422960264465
ENSG00000196591	HDAC2	35	0.0014493736033115222	0.01681568988330402	0.20785719945079895	0.22271898300891085								-0.0015585442951853011	-0.0022048082275349574	-0.0015403581937829302	170.0	0.00464066008929632
ENSG00000168610	STAT3	36	0.0014169433437461324	0.01795512468158283	0.23821802501433342	0.25686422659643227								-0.001217020650077104	-0.002586305427495902	0.0004117805326013674	144.0	0.009325955704692586
ENSG00000100345	MYH9	37	0.0013927573117083814	2.3324031251172612	3.325903037276834	3.5956956219208505								-0.0064283729327278254	-0.03329165489473844	0.006809985154664675	145.0	0.0074866284712124575
ENSG00000132646	PCNA	38	0.001381385565385194	0.00792758468788166	0.043432211491507645	0.03304825512501738								-0.0006214890996940216	-0.001750695182637146	0.001251103587871249	156.0	0.006121856326548277
ENSG00000004487	KDM1A	39	0.0013771834217665895	0.0009653707049288127	0.04368917810445728	0.04425997375086113											143.0	0.007151581949978705
ENSG00000196924	FLNA	40	0.0013390558676707922	0.00045867624257582947	-0.062129807388305536	-0.05613824355832346											141.0	0.0076872088167482455
ENSG00000136146	MED4	41	0.0013383555083438196	0.00048515998949941067	-0.06640937573625944	-0.06422973113012845											149.0	0.005365109639590691
ENSG00000106211	HSPB1	42	0.0013163710081956642	0.41403668258532084	0.35895996965645277	0.08535547440523897	protein_coding	369.255155130066	1.98976206959257	0.612939399724493	3.2462623066602303	0.0011693104683034301	0.11858420990622001	0.009605070657635145	0.002266674130775291	-6.492121326613974e-05	135.0	0.008069197799093914
ENSG00000167193	CRK	43	0.0012932702437071664	0.0005817382648060409	-0.017135892297660087	-0.02266080106443035								0.00020173458020888435	9.933304942358372e-05	-0.0002820721339144332	132.0	0.00561022445682133
ENSG00000254087	LYN	44	0.0012835001868718508	0.6573870844339201	1.0937637009540708	0.91033863688136								-0.005512946346998059	-0.009386967624496891	-0.018782964443314957	107.0	0.007426287237724048
ENSG00000063244	U2AF2	45	0.001281356134754214	0.034620211831422394	0.40043361254172316	0.4139139415910047								3.778543234057996e-05	-0.004147852462606057	0.00040631182966948233	154.0	0.004482298238409255
ENSG00000178691	SUZ12	46	0.001275510707428399	0.013805824426987369	0.22370662530357913	0.21967193630780113								-0.0013825297704153686	-0.0019811546777926893	0.00024912428223293	155.0	0.0030070530477161344
ENSG00000127445	PIN1	47	0.0012736648764277542	0.0002389001979636091	-0.03990470634458425	-0.04025361837196809											139.0	0.00663060681916494
ENSG00000141646	SMAD4	48	0.001270166866597497	0.0009242288771543788	0.04415925406875817	0.04269768170618137											128.0	0.0070848475922624925
ENSG00000151929	BAG3	49	0.00126555606394228	1.757746151729235	0.6983436981566032	0.010651573473117848	protein_coding	703.5748010598011	2.05837577491287	0.618591190176423	3.32752196862975	0.00087622080126752	0.109461496291325	0.020519037771559348	0.009359237157515026	-0.00025470345327844934	106.0	0.007531373175995657
ENSG00000108840	HDAC5	50	0.0012580743451581998	0.04776233000261385	0.2721146382682067	0.18620883626071105								-0.0016569789211037427	-0.00268135742815075	0.004981763742191652	150.0	0.0036558774040925837
ENSG00000169252	ADRB2	51	0.001251010444108463	0.0009194933881281873	-0.09587520883417232	-0.10082769482919476											97.0	0.009118766856293899
ENSG00000158092	NCK1	52	0.0012505882075434743	0.0003406075812655092	-0.046010400167012834	-0.0489130842946978											120.0	0.003537765993924314
ENSG00000196419	XRCC6	53	0.0012268977483611148	0.04924068820684228	0.3900830020277468	0.3495059172343801								-0.0010500753672938552	-0.0054898583303338395	-0.00011966567780199346	138.0	0.005118625477372848
ENSG00000185591	SP1	54	0.0012178215654994225	0.0223532940309184	0.23888549640164955	0.2516405862172413								-0.001337368055048655	-0.0032026756971683164	0.0017286072984374285	142.0	0.005326273657410044
ENSG00000088682	COQ9	55	0.0012060275192133936	0.00268303289227158	0.013917275456303732	0.007643283120803623	protein_coding	67.449121561477	-0.9633353345538279	0.409652736139675	-2.35159013859331	0.0186933598358663	0.20889995483242998	-0.00027818385980192485	-0.0009656904093275123	0.0010373692629913741	75.0	0.005325652310261012
ENSG00000185359	HGS	56	0.0011756446424353538	0.003631592190767783	0.11159017135742105	0.09550265028165644								2.067126328011593e-05	-0.0006376527180947008	-0.0011527839361933716	113.0	0.007670566966564665
ENSG00000147601	TERF1	57	0.0011678042451565528	0.0005254577186713146	0.00011288234660814156	-0.0002549458585219986								0.00023333764180942867	-0.00025065521250673445	3.6639714981140054e-05	114.0	0.005289531228520894
ENSG00000069869	NEDD4	58	0.0011647493417161199	0.0019068888894066866	0.07551156564146996	0.07086090287666552								-0.00012846968219072725	-0.0002658171037391309	-0.0010020324783345904	107.0	0.006543969913536846
ENSG00000132604	TERF2	59	0.0011611326275109786	0.00032730495270338623	-0.0643131512568549	-0.0658158686477377											117.0	0.004343414371872647
ENSG00000170312	CDK1	60	0.0011589867143300644	0.010141919015058587	0.09048729204829097	0.06910890541170735								-0.0011657588332314992	-0.0017145782723351662	0.0011778583435614492	129.0	0.005003606800839456
ENSG00000141736	ERBB2	61	0.0011568650290247153	0.0007275657864113517	-0.09937045856149827	-0.10456948600974997											102.0	0.00612127663338949
ENSG00000253729	PRKDC	62	0.001156269107478492	1.43605182914653	1.8926090402924078	2.0389112740252653								-0.015355879172236775	-0.01974640685192329	-0.003948746749177936	135.0	0.004731029911372517
ENSG00000170365	SMAD1	63	0.0011457246669085734	0.0011815715176695298	-0.10115897072252317	-0.11326888117963345											112.0	0.006857581486724632
ENSG00000167986	DDB1	64	0.001132786616888604	0.5114665520296952	0.9632757752587467	0.9296388164291297	protein_coding	593.225057426497	-0.941205558511579	0.452035480978708	-2.08214973849788	0.0373287945603025	0.253715284499313	-0.0038415677795976353	-0.014876978474049384	-0.0050446562723377815	126.0	0.004828231349376837
ENSG00000124181	PLCG1	65	0.0011232645688905305	0.0003690044933715864	-0.05370684231987299	-0.05389151917436537											105.0	0.004546240458408539
ENSG00000143799	PARP1	66	0.0011136738307366142	0.06705230839696381	0.42777387141169165	0.4210564810539364								-0.0028503076370311087	-0.004199918844451417	0.0006398531505674513	126.0	0.005112345254627081
ENSG00000141480	ARRB2	67	0.001103421824055862	0.0012172002079088083	-0.017435040156825784	-0.020877674037984108											113.0	0.005417593055869041
ENSG00000110395	CBL	68	0.0011030191703470527	0.03895541893245108	0.31655731613286103	0.31959974475006503								-0.0024454269010412712	-0.0022252868882498065	-0.00010586014837285828	105.0	0.0048394045336774775
ENSG00000138376	BARD1	69	0.0010832678029309786	0.0031423159745180567	0.024422307351371842	0.018424797574505693								-0.000566584535438107	-0.0008941821681949418	0.0005523858297395892	126.0	0.0025203306496516054
ENSG00000169375	SIN3A	70	0.0010764515480103636	0.002092088301921005	0.029558856948258164	0.016893889716584988											121.0	0.003735790912925977
ENSG00000127191	TRAF2	71	0.001072591979314432	0.0010475381248181786	-0.013906700400322733	-0.018613661055860008								0.00041354633519254607	0.00014916559063969724	-0.00046892790931302245	106.0	0.00519439877078434
ENSG00000160691	SHC1	72	0.0010669023159493923	0.0009135098760499619	0.043532366438898185	0.04776896594687155								0.00018980813764344506	-0.000550558905812833	0.00017460099840703832	109.0	0.003400038770335254
ENSG00000171720	HDAC3	73	0.0010651797823434546	0.0008730752483337339	2.5960803391148098e-05	0.0014380175478226798											123.0	0.003181047506334171
ENSG00000140464	PML	74	0.0010635081038182508	0.00038998035491537547	-0.025458462074044338	-0.03119911273549935											123.0	0.0036329971455768793
ENSG00000170345	FOS	75	0.0010623740938650302	0.05076189930420338	0.26102409935471277	0.24059337891880486								-0.0012445706378521526	-0.0025763210901520697	0.0029364904644340623	115.0	0.004952583746130455
ENSG00000137486	ARRB1	76	0.0010591001906171084	0.009815173096096927	0.11038660137475269	0.10026198158874844	protein_coding	125.71271140733299	-1.08968292610803	0.389369548352392	-2.79858281347116	0.0051327405680576706	0.143672062593094	-0.0007588419299803129	-0.001817014257801212	-2.0594135245105388e-05	101.0	0.005682345553250236
ENSG00000188906	LRRK2	77	0.0010523448146545072	0.0015310840349761145	-0.026354138270765947	-0.0234569827008266								-0.0001811807642634118	-0.0005796118327698735	0.0003286875032959592	95.0	0.004816654399060488
ENSG00000116030	SUMO1	78	0.001051751536540015	0.0018590698588023837	0.08205848266598315	0.08583250225548084	protein_coding	118.06969682486401	0.6812301213087378	0.33579690733964	2.02869682959799	0.0424891790237185	0.27047765261635504	0.00038036496848479177	-0.0005164011601623659	0.0002513690202496006	115.0	0.00357760313893712
ENSG00000188612	SUMO2	79	0.0010490514970732411	0.008990035942187205	0.21263916812618566	0.22058655397573773								-0.0007791664876727088	-0.0019804717387118123	-0.0005773865729104749	112.0	0.004081255311071065
ENSG00000086758	HUWE1	80	0.0010375061198350335	0.2663321308713038	1.0507210118506198	1.0472486818815594								-0.00242083728621083	-0.006040163090548209	-0.010698302027712213	121.0	0.003242727740637959
ENSG00000172977	KAT5	81	0.0010371071698531352	0.0004026109649798527	-0.05565279680355781	-0.060390482953331034											110.0	0.0050925026917799454
ENSG00000160789	LMNA	82	0.0010328983858616317	0.2831660617910123	0.7828708238273636	0.5936318913993879								-0.0012446058308912048	-0.010165452522285512	-0.004001799655610952	110.0	0.00454542581592391
ENSG00000204843	DCTN1	83	0.001031173589801617	0.051665920242199286	0.36686656932793665	0.3596909559126522								-0.0014984484413587099	-0.005045274939262365	0.003389679810851089	105.0	0.004522072878423242
ENSG00000120738	EGR1	84	0.0010311224270209763	0.0012121144577614924	-0.1007801967491896	-0.1071067617495721											105.0	0.006051924377334795
ENSG00000079246	XRCC5	85	0.0010293635742143594	0.7599648459554073	1.3978010043882447	1.4802506164647626	protein_coding	809.955583494487	-0.97316131726964	0.417550717307916	-2.33064218771776	0.019772234972489	0.21150701310695802	-0.00650061106421241	-0.020919697894653515	0.0042382303221367035	117.0	0.0038686980137970996
ENSG00000136238	RAC1	86	0.0010277246473746626	0.017505322202489074	0.2767961663797423	0.31634939062403583								-0.0005766258685834463	-0.0029292758618339604	-0.00036026464733539303	97.0	0.005003688025489533
ENSG00000128731	HERC2	87	0.0010233235332587957	0.04817190147922161	0.31446167057246194	0.3590712029051717								-0.0024496209808346717	-0.003632825382522916	0.0016703203689555975	97.0	0.0039011138461875535
ENSG00000105974	CAV1	88	0.0010109548169405381	0.0011021333778142891	-0.09792735181967506	-0.10595113625034963											93.0	0.005808745665741602
ENSG00000078674	PCM1	89	0.0010088627442572566	3.5860143196127523	2.1369760781915916	1.5267026225950089								-0.012570664249260713	-0.033137170637561116	0.04220588708820073	106.0	0.0031340950468063053
ENSG00000166851	PLK1	90	0.0010066239213826504	0.0005152690890159468	-0.06036634152075723	-0.05797248040059781											112.0	0.0038323190835399708
ENSG00000161203	AP2M1	91	0.0010056534163906028	0.13923124551603255	0.5390984335228285	0.424521234060714								-0.0019921122305190733	-0.008604703670566583	0.0056422979410964405	96.0	0.004686198150145995
ENSG00000164305	CASP3	92	0.0009948529849551377	0.0013277296943173924	0.004323232870323791	-0.010179121738242116	protein_coding	72.0794187163172	0.9168599223803421	0.34928690584416194	2.62494787820477	0.00866622323114386	0.164440728727754	0.0005552422626747526	4.221430931057337e-05	0.0002144097509755536	100.0	0.004220105975880762
ENSG00000124214	STAU1	93	0.0009944086392448884	0.0005351890013923208	-0.01721392403978208	-0.020881687514519597											114.0	0.0024257674383193
ENSG00000106462	EZH2	94	0.0009936034053460163	0.0028756972145370734	0.09604106845588546	0.09023523123394928								3.1761214525958226e-05	-0.00108707526112371	0.00033454934809881536	119.0	0.002479567246808194
ENSG00000046651	OFD1	95	0.0009928769837353618	0.0006227316043343231	0.014872158057809308	0.015505259542802175								7.970985694511345e-05	-0.00018399585414131096	0.00043593582264435816	106.0	0.003329428619958868
ENSG00000114166	KAT2B	96	0.0009827420880783	0.0012008585984841266	-0.02902840402732822	-0.03835595465003319											111.0	0.002693592993872963
ENSG00000109320	NFKB1	97	0.0009752320414283016	0.18678943223731292	0.5672198900875536	0.5270264185004909								0.0020581500939869167	0.0009940959978999423	-0.009354730569043188	107.0	0.003873010512487766
ENSG00000087586	AURKA	98	0.000971105316048188	0.014150911256202525	0.1113461167937322	0.11196093908694502								-0.0007203860436832679	-0.002553143968576598	0.0005081976679440607	105.0	0.0038274613444228764
ENSG00000070831	CDC42	99	0.0009657677206630248	0.05364297139258602	0.6020504862286867	0.5988878297301228	protein_coding	444.639042942366	0.635022203455709	0.21159186875570105	3.0011654379256405	0.00268948401474005	0.13364159228983	-0.0010118462958864688	-0.005064260387513706	-4.25308295923029e-05	90.0	0.004014282413167516
ENSG00000135829	DHX9	100	0.0009611348338781457	0.11379792138752506	0.6380510757317813	0.7209105508752096								-0.0038444207784609726	-0.006924660551458618	-0.0014132074124610426	115.0	0.002562582179549873
ENSG00000108654	DDX5	101	0.0009536001526635689	0.8765134163929738	2.083226583978827	2.1305122782495083								-0.0058880302520198545	-0.022437298012471657	-0.00034261109123084665	114.0	0.0028805668226890035
ENSG00000100151	PICK1	102	0.0009522105376759477	0.0004287902756342113	-0.08603763967559282	-0.09225089887426723											72.0	0.005070587242243885
ENSG00000108561	C1QBP	103	0.0009470166514501614	0.000884258493415777	-0.01097236697556786	-0.016335531846040932											80.0	0.008282954030837996
ENSG00000143621	ILF2	104	0.0009466872464705953	0.016632601985125527	0.21917781646109333	0.19770107780494545								-0.0011264918433423602	-0.002386062133203954	-0.0017223372030371832	111.0	0.0022980848647071103
ENSG00000094631	HDAC6	105	0.0009464209171173355	0.0006457850770670772	-0.026238867491083197	-0.026826152204841802											102.0	0.004287838987542251
ENSG00000096063	SRPK1	106	0.0009447999386616198	0.014630841099734835	0.20657240896493634	0.22971777076476008								-0.001100617279599792	-0.002812424540872212	0.0006493393748368972	100.0	0.0032474837775757315
ENSG00000129351	ILF3	107	0.0009430647554245197	0.043062393833338326	0.44422944544644255	0.4539727059950964								-0.0013140938478310722	-0.0036594401678754244	-0.002792272160824109	107.0	0.004061060974035827
ENSG00000149311	ATM	108	0.0009423395577015908	0.05458696820863411	0.35295146576318687	0.3991917225530324								-0.003187977400805434	-0.0035820146671978873	0.0008910089465696318	102.0	0.0035094095456528526
ENSG00000136807	CDK9	109	0.0009398709817121557	0.000508141460800192	0.01142586773160246	0.01825151518777969											101.0	0.003905679200996028
ENSG00000170315	UBB	110	0.0009363163072395636	0.12424109152524832	0.43385816698351726	0.33238416040868446	protein_coding	407.74667932890407	1.05404073691645	0.519909764492237	2.02735322339226	0.0426263020608323	0.270671064280689	0.00556913056142313	-0.0030079431578943967	0.0004764254448004093	102.0	0.0034915565249164747
ENSG00000112592	TBP	111	0.0009346297407481538	0.00015275478463090694	-0.03089860348031186	-0.030499788115895925											105.0	0.002539980319113599
ENSG00000089280	FUS	112	0.0009315057534520336	0.007532519864887719	0.09260166355220646	0.07808270807299017								-0.0008275667944838051	-0.0001226897876346072	-0.0003133438782538502	105.0	0.0032154278986896386
ENSG00000064012	CASP8	113	0.00092504531456559	0.0010043479694531495	-0.0023397425084448714	-0.002966373594676899											89.0	0.0037141459850395697
ENSG00000107175	CREB3	114	0.0009213906842503797	0.0009960211101511952	-0.020183529032775507	-0.022448987312046215											62.0	0.00478038623873069
ENSG00000115415	STAT1	115	0.0009182365167101767	0.06590694287546894	0.30648359149764554	0.30677275615077826								-0.001637745147885483	-0.005611264770761594	0.0016742147438135954	100.0	0.0038176938657979906
ENSG00000166266	CUL5	116	0.0009149741170320967	0.00310057590383852	0.07444960872877784	0.0771773587577471											98.0	0.0033438479397491505
ENSG00000001626	CFTR	117	0.0008994077333193549	0.0009160392828782709	-0.1100633471843001	-0.12002845631151882											79.0	0.004533092789325336
ENSG00000101412	E2F1	118	0.0008926463357312521	0.0016430812513342711	-0.019879448822596218	-0.03186392347900059								-0.0002239871708098917	-0.0005093974472848133	0.0008086004984161426	100.0	0.004466861131662117
ENSG00000113194	FAF2	119	0.0008899656870426713	0.0006482608045275756	0.010656647420912392	0.011812661395157048											82.0	0.004158135519490582
ENSG00000171862	PTEN	120	0.000881331580110108	0.031843092796338734	0.2583602792923653	0.2855350731726133								-0.0022491533722876008	-0.002944308581130249	0.0012281389847326738	80.0	0.005695703576213315
ENSG00000162924	REL	121	0.0008772639588186322	0.051523346983265	0.1617220699310717	0.08465899786100936								-0.0002057475643635249	0.0020678149619755273	-0.005393686826422939	85.0	0.004485742526971175
ENSG00000105401	CDC37	122	0.0008772334416881284	0.09679621518373391	0.7119888624131055	0.7527277445658397								0.002810684106507926	-0.005137675088755903	0.0008932677774219726	85.0	0.004555388802167261
ENSG00000205937	RNPS1	123	0.0008767730637386728	0.24958883921788852	0.8409970658261168	0.8035465786534103								-0.003546544943651364	-0.005845986744315786	0.008712536442365646	100.0	0.002350589316010097
ENSG00000104964	AES	124	0.0008698084971090849	0.002846550067352366	0.0008582130045200331	-0.020423404683963767	protein_coding	58.667757297229	-0.920392380433036	0.384977768666259	-2.39076761139144	0.0168131911360853	0.203070205877728	-0.00013773620599335213	-0.0009109936725353092	0.0013129132375867762	82.0	0.004018839740183892
ENSG00000109670	FBXW7	125	0.0008677742183515486	0.0005948996062255433	0.051087471318903455	0.05714553753216525								9.567196434065857e-06	-0.0004793241872645449	0.00028894200167941235	100.0	0.002533858091574363
ENSG00000204463	BAG6	126	0.0008641255140600853	0.012837665166832508	0.12411166715776911	0.1126911583486632								-0.0013030009371242089	-0.0006527746326902426	-0.002214694209219719	88.0	0.0036047916697053866
ENSG00000159692	CTBP1	127	0.0008572240555884876	0.0044747387639180606	0.08284736292391551	0.09344781631312515								-0.0007772045396255028	-0.0012323099672245802	0.0005544638990024844	90.0	0.003425281867421899
ENSG00000155229	MMS19	128	0.0008512267887320032	0.0005649624137868799	-0.04372206959966759	-0.045609449828078324											82.0	0.004044299956711823
ENSG00000134982	APC	129	0.0008506032940863809	0.0038609582772366723	0.08788096439737121	0.08151740449554296											77.0	0.0046124275394486
ENSG00000196363	WDR5	130	0.0008455731790555662	0.0009006537348882141	-0.016614545165144195	-0.022610633030785414											94.0	0.0030098155638303764
ENSG00000101361	NOP56	131	0.0008390347950190928	0.005848169978426964	0.10458780913615072	0.09235795384145537								-0.00015894569610808512	-0.0017772715097941788	-0.000538616053867934	93.0	0.0019211699119113896
ENSG00000166508	MCM7	132	0.0008331555592268301	0.06264044518974927	0.3627161183494489	0.36774535876206627	protein_coding	263.418775477753	-0.835350319220056	0.416326399644097	-2.00647933912951	0.0448051309417579	0.276685278966214	-0.0016488645135350696	-0.005923029370875963	0.0019013806332662051	95.0	0.0023699392116311173
ENSG00000175166	PSMD2	133	0.0008317959969832129	0.01793955508166245	0.19700891796804268	0.19420112748428958								-0.0009190866228591943	-0.0026134726738418932	-0.0007235959423649758	85.0	0.003575222188209599
ENSG00000106089	STX1A	134	0.0008292277136975294	0.0012888617964430542	-0.07940382830534855	-0.08574200618859673											55.0	0.003755266126040283
ENSG00000068024	HDAC4	135	0.0008284991876685449	0.0006989258082542514	-0.03906959974387655	-0.04765505994568025											90.0	0.0024929578102618525
ENSG00000076242	MLH1	136	0.0008282650549275866	0.0011726015674306204	0.01535900444554051	0.017760114070616385											83.0	0.0029670728681075024
ENSG00000162521	RBBP4	137	0.0008241817646020133	0.01649728934544455	0.18095968147461586	0.18307844087436517								-0.0015250214909196785	-0.002389819667900726	0.0005661089649979608	97.0	0.0020537384079282396
ENSG00000050405	LIMA1	138	0.0008230789796507628	0.0007079194523509277	0.007324693395945752	0.002238692893721346											87.0	0.0021788294368066583
ENSG00000132170	PPARG	139	0.0008189703218960014	0.0012355622049649627	-0.04725472784962248	-0.036250784065139444											91.0	0.002924552315731555
ENSG00000100644	HIF1A	140	0.0008181805473668019	0.02920717805496364	0.377704223823535	0.4294647442908637								0.0006294486493810567	-0.00032867106134765737	-0.003736101775804031	92.0	0.0024357016088833593
ENSG00000141027	NCOR1	141	0.0008151992220102433	0.004765947447477917	0.09438272546734229	0.08588085712055299											93.0	0.0017493427981436055
ENSG00000127955	GNAI1	142	0.0008103230367199456	0.001393414676854682	-0.09469840430104913	-0.10562331211041918											57.0	0.003465802607839472
ENSG00000072201	LNX1	143	0.000806467085551001	0.0008972844884664199	-0.10646830565290362	-0.11170672600028292											80.0	0.00281997241044596
ENSG00000186153	WWOX	144	0.000805034009774863	0.0005378413383174069	-0.09223714176850882	-0.09660770537160687											83.0	0.002418177817776704
ENSG00000114353	GNAI2	145	0.0008031261637245152	0.24985414448547044	0.718106299593173	0.7447982398324147								-0.0031746968233138982	-0.01153480223069192	0.004029051430586462	61.0	0.0034627981269352327
ENSG00000118260	CREB1	146	0.0008024409816685418	0.003944825252761	0.09951127021807533	0.10574923059326055								-0.0008765887748066949	-0.0007326891381690361	-0.00025644033637319734	86.0	0.00226635028484699
