Gene-type	Gene-name	Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
protein_coding	CEBPZOS	ENSG00000218739	1248.1655698798	3.71313110575337	0.618263995636015	6.00573724487002	1.90464431789875e-09	1.12519664027395e-06
protein_coding	COL6A3	ENSG00000163359	50319.3918555045	3.48478396642478	0.618131272953081	5.63761148950847	1.72424971975793e-08	9.62035551973829e-06
protein_coding	PDGFA	ENSG00000197461	1605.98389440874	3.46681666671153	0.617474889562385	5.61450631485358	1.97124230679698e-08	1.04195718353485e-05
protein_coding	CD47	ENSG00000196776	2026.02599840807	3.42538198568722	0.617603620630069	5.54624660748055	2.91867096646478e-08	1.46561062581029e-05
protein_coding	DPPA4	ENSG00000121570	811.600794455647	2.96703329002414	0.552182651245925	5.37328234295197	7.73161196526341e-08	3.69755137938764e-05
protein_coding	STAG2	ENSG00000101972	2158.52536050568	2.81920880884927	0.59664936561662	4.72506797344148	2.30038396902508e-06	0.00105012528185995
protein_coding	TREM2	ENSG00000095970	265.771241304448	-2.02927830291584	0.446630523227776	-4.54352803353059	5.53204444400843e-06	0.00241557923265986
snoRNA	SNORA71A	ENSG00000225091	120.464750173705	2.25610486594346	0.506362311667934	4.45551498197398	8.36920506744217e-06	0.00350216360384674
snoRNA	SNORD17	ENSG00000212232	25749.7984690862	-1.76632092573832	0.401005697942454	-4.40472775025705	1.05916812297387e-05	0.00425489018361061
protein_coding	RORA	ENSG00000069667	436.69834658527	2.71140854707819	0.618947021824929	4.38067952743963	1.1830976899661e-05	0.00456994234628061
protein_coding	ITGA1	ENSG00000213949	119.683847057299	2.40874100981064	0.564492267477938	4.26709301187155	1.98036607100261e-05	0.00736622831521452
snoRNA	SNORA34	ENSG00000221491	35.6611850868054	2.07551815668614	0.490445571243998	4.23190314762485	2.31722195088776e-05	0.00827583005529619
protein_coding	MAP4K4	ENSG00000071054	679.711072334086	2.48710594609191	0.588668162529635	4.22497105228907	2.38971494178621e-05	0.00827583005529619
protein_coding	SCUBE1	ENSG00000159307	326.759854856648	2.54086558357831	0.613389390669063	4.14233702478425	3.43784652492095e-05	0.0115087642165937
protein_coding	CSNK1E	ENSG00000213923	87.3412979465778	0.927636705470053	0.225611451084097	4.11165612832425	3.92831089239463e-05	0.0127264600942965
snoRNA	SNORA65	ENSG00000201302	375.573900506692	2.36338569134451	0.580992882701451	4.06783931733456	4.74510825295421e-05	0.014892225682631
scaRNA	SCARNA3	ENSG00000252906	191.623185674292	2.30307530053446	0.591698987968493	3.89230900739194	9.92946623026846e-05	0.0302186755607837
ENSG00000208308	SNORA40	ENSG00000208308	29.3547307847802	2.33029403312532	0.601246494368479	3.87577150960847	0.000106287388275421	0.0313954188367662
protein_coding	GLIPR2	ENSG00000122694	54.4716897133815	-1.77869000041436	0.460729553917772	-3.86059454030989	0.00011311146513688	0.0324565269819911
snoRNA	SNORA37	ENSG00000207233	95.2567636575906	2.22071528383777	0.57815454863717	3.84104092767661	0.000122513683591761	0.0341779145642239
ENSG00000200506	Y_RNA	ENSG00000200506	85.2231697099959	2.14004138479517	0.558501446205814	3.83175621000369	0.000127231782748336	0.0345348322740957
protein_coding	ADA	ENSG00000196839	18.3855079537695	1.93848347685312	0.510950697366953	3.79387578261967	0.000148313891776805	0.0391978003977486
protein_coding	TPM1	ENSG00000140416	34.5086103336766	-1.44270024075207	0.382310974542516	-3.77363020373255	0.000160889189959826	0.0414310290965778
protein_coding	FRK	ENSG00000111816	13.7254509379357	1.94953950007343	0.519730798692157	3.75105632565786	0.000176091132241359	0.0442120810274992
protein_coding	FSD1L	ENSG00000106701	29.9318736323387	2.04984618702954	0.550170714331561	3.72583660604335	0.000194668480393292	0.0476842816729227
protein_coding	NCOR2	ENSG00000196498	71.4763165899283	1.34057656049817	0.361483860419393	3.70853780011874	0.000208459544612082	0.0487481621441326
protein_coding	MT2A	ENSG00000125148	42.6223137655545	2.2111400503976	0.597286657856678	3.70197462359552	0.000213928019076495	0.0487481621441326
protein_coding	SHF	ENSG00000138606	57.2908458499446	1.76244615254067	0.476488956624552	3.69881846795745	0.000216605447025946	0.0487481621441326
protein_coding	ASAH1	ENSG00000104763	1115.61441440715	-1.63326890687879	0.441819096556703	-3.69669151833317	0.000218427491435425	0.0487481621441326
snoRNA	SNORA80E	ENSG00000207475	73.209818606286	2.22444602330953	0.608399482752168	3.6562260264374	0.000255955692226173	0.0553663705791179
snoRNA	SNORA14B	ENSG00000207181	232.000899647674	2.19135518762451	0.59986417278685	3.65308562677433	0.000259107778275271	0.0553663705791179
protein_coding	PARVG	ENSG00000138964	88.8055182879978	-1.43555138094963	0.394754951388474	-3.63656333099902	0.000276299734951388	0.0578099632940997
protein_coding	ABCA1	ENSG00000165029	349.230473401563	1.44988932001666	0.400081928324147	3.62398103330966	0.000290102888498743	0.0587439282694008
snoRNA	SNORA80B	ENSG00000206633	167.910335102921	2.1237988836939	0.587133863135739	3.61723112400842	0.000297771394355622	0.0587439282694008
protein_coding	NAV1	ENSG00000134369	111.66513692243	1.96381986107607	0.542977346132177	3.61676205290159	0.000298311295602852	0.0587439282694008
protein_coding	TAF13	ENSG00000197780	67.7621711504149	1.12234403966587	0.311843967229898	3.59905644362986	0.000319373871485491	0.0616821498332458
scaRNA	SCARNA11	ENSG00000251898	122.10395684487	2.00217932759479	0.557326643208447	3.59247014653478	0.000327558189977778	0.0620691868291854
snoRNA	SNORA54	ENSG00000207008	714.939634386187	2.12358373596264	0.593705474936284	3.57683030662728	0.000347785781068985	0.0646817148014041
protein_coding	ITGB5	ENSG00000082781	165.850952231874	-1.76140456828939	0.494595889873461	-3.56130045629784	0.000369022506841827	0.0658367417442724
protein_coding	MRC2	ENSG00000011028	425.593095953728	-1.39219335628574	0.391178277790911	-3.55897409270226	0.000372306250767284	0.0658367417442724
antisense	GATA2-AS1	ENSG00000244300	20.1130344635437	-1.76906204432089	0.4973412388896	-3.55703872108137	0.000375058890379934	0.0658367417442724
snoRNA	SNORA45B	ENSG00000212607	649.469197771876	2.01631490997419	0.567425109132819	3.55344675010182	0.00038021816401153	0.0658367417442724
snRNA	RNU5A-1	ENSG00000199568	1587.05394716824	2.12132801191312	0.599932214779819	3.53594616133703	0.000406317491430862	0.0681221780467679
snoRNA	SNORA2A	ENSG00000206612	160.240327101347	2.13350686344737	0.603450306024282	3.53551376500839	0.000406983041203433	0.0681221780467679
ENSG00000207217	SNORA42	ENSG00000207217	16.049584488712	1.78797467260043	0.509082566503282	3.51215066129927	0.000444495940409031	0.0731815201561951
protein_coding	MGLL	ENSG00000074416	61.5510916710178	2.0774042591834	0.597456263253266	3.47708173293142	0.000506903268173739	0.0821101535849816
protein_coding	TACC1	ENSG00000147526	453.589682410036	0.799945037869473	0.231642981179477	3.45335323261824	0.000553663491689264	0.0881312333840336
protein_coding	CXCL14	ENSG00000145824	58.6301408699138	1.99814816389569	0.579257264628835	3.44950039629806	0.000561624906559609	0.0881312333840336
protein_coding	PCGF3	ENSG00000185619	71.8014688642546	0.86437900353165	0.251302658599224	3.43959354966538	0.000582588400250473	0.0900143892879307
protein_coding	MIDN	ENSG00000167470	40.8407217984965	1.6200292934975	0.471848260297634	3.43336922017178	0.000596129709336504	0.0907110707707047
protein_coding	LAMP1	ENSG00000185896	338.16964412068	-1.02559697445068	0.299413016515034	-3.42535867808266	0.000613988262888964	0.0920340914058786
snRNA	RNU5B-1	ENSG00000200156	2683.18106065725	2.06472633864513	0.605026762331768	3.41261984955458	0.000643416277630983	0.0950269070036464
protein_coding	CAPG	ENSG00000042493	413.540892142743	-1.45013883989842	0.426456384142112	-3.40043881114739	0.000672777914691891	0.0971862955298521
protein_coding	NOL4L	ENSG00000197183	26.6679175656422	1.89854112430414	0.558629403144318	3.39856998865072	0.000677391286178398	0.0971862955298521
protein_coding	ID1	ENSG00000125968	43.6745631297605	-1.68266553217116	0.496610586790979	-3.38829976026949	0.000703273584630167	0.0982777358061859
protein_coding	SLC43A3	ENSG00000134802	252.345949491606	1.13797978294222	0.335905777943661	3.38779460689444	0.00070457004660414	0.0982777358061859
protein_coding	ITGB8	ENSG00000105855	194.30824094682	2.06291149339664	0.616632663413547	3.3454463504687	0.00082150250246519	0.113018488113122
protein_coding	EIF5A	ENSG00000132507	102.051446445214	1.16349796001335	0.348573181536802	3.33788719741341	0.000844180130104602	0.11456893306271
protein_coding	EPS8	ENSG00000151491	67.5673718811061	-1.67576390072382	0.502838025705958	-3.33261172595517	0.000860349185124326	0.115206491549381
protein_coding	PTTG1IP	ENSG00000183255	249.658054061372	-0.733017844403026	0.221058518992223	-3.31594479029696	0.000913338704273336	0.11814065929786
protein_coding	MYL12B	ENSG00000118680	750.079330880225	-1.1814317365137	0.356444788072759	-3.31448733729988	0.000918113381740312	0.11814065929786
protein_coding	JADE1	ENSG00000077684	233.497422662483	1.9974925516119	0.602859920667498	3.31336100333265	0.000921819132352271	0.11814065929786
protein_coding	LILRA2	ENSG00000239998	21.4601271209363	-1.93090291127175	0.583673600758159	-3.30818955793721	0.00093901227756035	0.11814065929786
protein_coding	BTBD7	ENSG00000011114	113.555189638843	0.874569312098164	0.264414137642667	3.30757394402288	0.00094107863624702	0.11814065929786
snoRNA	SNORA71D	ENSG00000200354	315.419446121311	1.98116237461299	0.600174348905344	3.30097808782802	0.000963484070121345	0.119460129829984
lincRNA	RP11-444D3.1	ENSG00000255864	23.7685433439126	1.90960602728852	0.579730216931039	3.29395634644946	0.000987878392905093	0.120205030136272
snRNA	RNU6-15P	ENSG00000207264	14.8050136490047	1.94213881271588	0.589888877032611	3.29238079972902	0.000993430001126217	0.120205030136272
protein_coding	OLIG2	ENSG00000205927	26.2860799756327	1.6855534658633	0.513815502954793	3.28046440049047	0.00103636342773806	0.123907117913968
protein_coding	ZHX2	ENSG00000178764	17.8068416656783	1.57789097641742	0.481613490744211	3.27625991950348	0.00105191703730708	0.12428709183147
protein_coding	TMEM131	ENSG00000075568	76.8785611885719	0.90593203795255	0.276965796451939	3.27091666031677	0.00107199496607253	0.12518657493333
protein_coding	ITGAM	ENSG00000169896	340.620198591295	-1.55664710238787	0.476925873830495	-3.26391833155422	0.00109882834239806	0.126845207387399
protein_coding	RBM8A	ENSG00000265241	49.9471010471161	1.12798903312429	0.347263714173166	3.24822026340999	0.0011612933509568	0.131728005470877
protein_coding	SOX5	ENSG00000134532	72.7774566890426	1.85666149002974	0.572293752598464	3.24424560219239	0.00117762158229995	0.131728005470877
lincRNA	SNHG15	ENSG00000232956	36.8875424747813	1.46553232598072	0.451828894964924	3.24355600607282	0.00118047600242746	0.131728005470877
TEC	RP11-626G3.1	ENSG00000280182	484.678608350254	1.99904793973813	0.617451959774606	3.23757647553319	0.00120549624900943	0.132359789095967
protein_coding	IDO1	ENSG00000131203	58.8124737838397	1.87530893591486	0.579528102468231	3.23592406982138	0.00121249632548332	0.132359789095967
protein_coding	CD80	ENSG00000121594	59.9862014821806	1.96651674508047	0.615809510371433	3.19338482430118	0.00140615418784585	0.151849532349849
protein_coding	RGS10	ENSG00000148908	94.526247745843	-1.07171705874776	0.337882732539953	-3.17186099062057	0.00151465489763649	0.159515374966578
protein_coding	CLEC11A	ENSG00000105472	301.297128591383	-0.981301729811616	0.309613814403719	-3.16943780981314	0.00152734139707935	0.159515374966578
protein_coding	TMEM59	ENSG00000116209	445.568989116787	-1.01052637826966	0.318974580863688	-3.16804673128955	0.00153466850020072	0.159515374966578
protein_coding	AHR	ENSG00000106546	129.493906420185	1.57280780782092	0.496637818810458	3.16691107332119	0.00154067423795261	0.159515374966578
ENSG00000200314	Y_RNA	ENSG00000200314	1321.26383360577	1.65591976605081	0.523723550751599	3.161820322333	0.00156786273240513	0.160673932872905
protein_coding	SERPINB9	ENSG00000170542	18.0775689237787	1.91656583702972	0.609271255692498	3.1456692222438	0.0016570730123578	0.168100851142519
protein_coding	ZBTB7A	ENSG00000178951	64.9071290974515	0.936796840084175	0.298200655614086	3.1414982577923	0.00168085808756592	0.168808577734245
snoRNA	SNORA74B	ENSG00000212402	182.204488837802	1.75986119650048	0.56235173051857	3.12946702391692	0.00175123727488431	0.174135405462011
protein_coding	NGFRAP1	ENSG00000166681	63.8890722919645	-1.24102918639975	0.39699885123243	-3.12602714730066	0.00177185194459292	0.174457932152419
protein_coding	TM9SF4	ENSG00000101337	90.5594767504494	0.825227298235463	0.264298478218917	3.12233087302126	0.00179425163259886	0.17494824413777
snoRNA	SNORA15	ENSG00000207168	20.1949856665301	1.85169342436964	0.594619984192403	3.11407869495769	0.00184520267982241	0.1768422699164
ENSG00000207187	SNORA64	ENSG00000207187	104.247422212391	1.61223588987158	0.51938541357613	3.10412238720922	0.00190844368640474	0.1768422699164
protein_coding	RPN1	ENSG00000163902	864.211147298203	-0.988459922699853	0.318502209319129	-3.10346331604076	0.00191269945463765	0.1768422699164
protein_coding	ETV3L	ENSG00000253831	14.9813929922373	1.91084764822851	0.61613425918105	3.10134945388097	0.00192640800188892	0.1768422699164
protein_coding	CEP70	ENSG00000114107	27.4962448938731	-1.24694785312742	0.402532928407178	-3.09775366219501	0.00194993439303353	0.1768422699164
transcribed_processed_pseudogene	FTH1P10	ENSG00000223361	416.296179709596	1.7724743170594	0.572251305260152	3.09737050971621	0.00195245675635664	0.1768422699164
protein_coding	GOLGA8Q	ENSG00000178115	123.071764697878	-1.82729232519616	0.590657394577826	-3.09365859459394	0.00197704852136011	0.1768422699164
protein_coding	S1PR2	ENSG00000267534	24.7701029380614	1.52984893486634	0.494590315189846	3.09316395384556	0.00198034694218892	0.1768422699164
protein_coding	FBL	ENSG00000105202	74.4933416517434	1.05271590841314	0.340471326301079	3.09193705047051	0.00198855013604398	0.1768422699164
protein_coding	MAP1LC3A	ENSG00000101460	47.2090242878544	1.51339538637161	0.489879591590425	3.08932115636472	0.0020061444924272	0.1768422699164
protein_coding	DDX21	ENSG00000165732	129.010920099036	1.07394286474084	0.34781865939504	3.08765167058244	0.00201744792468322	0.1768422699164
protein_coding	MINPP1	ENSG00000107789	78.4655374416715	-1.32280713176363	0.42857223664574	-3.08654415441538	0.00202497869564731	0.1768422699164
ENSG00000283360	ENSG00000283360	ENSG00000283360	178.054753782088	1.42431680800332	0.462240091459448	3.08133551009447	0.00206074301453291	0.178414155990983
snoRNA	SNORA58	ENSG00000249020	40.7808536298364	1.8592294471301	0.604138942062637	3.07748651457951	0.00208754283745718	0.179189681338312
protein_coding	RNASE2	ENSG00000169385	50.9750738814904	-1.3654754290895	0.444650993318781	-3.07089256429606	0.00213419928733703	0.181642063073947
protein_coding	DHX37	ENSG00000150990	47.2546020451996	0.859969083765291	0.280635087781671	3.06436764754924	0.00218130667344727	0.181938519294152
protein_coding	ZNF770	ENSG00000198146	37.9722126066618	1.0537475582131	0.343922748981099	3.06390769826923	0.0021846630269063	0.181938519294152
protein_coding	BYSL	ENSG00000112578	25.7495286257793	1.2278105485589	0.400865325256161	3.06290035880332	0.00219203035294159	0.181938519294152
protein_coding	TMEM184B	ENSG00000198792	44.0835109519994	1.03648407481498	0.339203008423428	3.05564528932815	0.00224576766667984	0.184870858003816
processed_transcript	SNHG17	ENSG00000196756	34.171374117895	0.907511966217343	0.297941325862587	3.0459418933911	0.00231952656693116	0.187982715271901
protein_coding	GOLGA8R	ENSG00000186399	141.829917989223	-1.80593645040892	0.593552672396316	-3.04258835718474	0.00234552946762655	0.187982715271901
protein_coding	PALD1	ENSG00000107719	27.0554739675304	-1.64549544125967	0.541088158723596	-3.04108566179183	0.00235726755552926	0.187982715271901
protein_coding	ZC3H7B	ENSG00000100403	127.337737413721	0.695606607032118	0.228850548268394	3.03956714237939	0.00236918386722367	0.187982715271901
protein_coding	SMYD3	ENSG00000185420	267.310891093205	-1.75441552438391	0.577497121700356	-3.03796410139377	0.00238182326820627	0.187982715271901
ENSG00000283317	ENSG00000283317	ENSG00000283317	180.093137948243	1.39095597112956	0.458233062320162	3.03547710871574	0.00240155452957121	0.187982715271901
protein_coding	TEC	ENSG00000135605	39.8642968240713	-1.17970211206016	0.38884734906632	-3.03384378186659	0.00241459427163947	0.187982715271901
lincRNA	LINC00477	ENSG00000197503	23.9062651388344	1.74793896479867	0.577188056014223	3.02836995080785	0.00245876880603742	0.189949347069491
snoRNA	SNORA23	ENSG00000201998	295.823438780169	1.57243382052532	0.519678105989166	3.02578423528603	0.00247989197734311	0.190118741438602
protein_coding	IGSF8	ENSG00000162729	33.0550160721195	1.32946922567048	0.440131789656837	3.02061622657851	0.00252260870610544	0.190802526328971
protein_coding	HMGXB3	ENSG00000113716	95.6276819839794	0.866758315089182	0.287187975174242	3.01808707193713	0.00254375805271209	0.190802526328971
protein_coding	URB1	ENSG00000142207	72.2124803831728	1.27974740899262	0.424060288489202	3.01784308441607	0.0025458068832104	0.190802526328971
protein_coding	P2RX7	ENSG00000089041	23.7851269169877	1.57805040504422	0.525698850825061	3.00181444674559	0.0026837570586992	0.199651645485304
protein_coding	FXYD5	ENSG00000089327	124.707236225478	-1.35316177735273	0.451283895680011	-2.99847122910011	0.00271337774084913	0.200370975377557
protein_coding	PURB	ENSG00000146676	290.618623280233	0.871622131505675	0.291510177157454	2.99002298995168	0.00278956450683629	0.203183321758585
protein_coding	BARX1	ENSG00000131668	49.8844947920704	-1.52711042308894	0.510779473672675	-2.98976466714394	0.00279192456464052	0.203183321758585
scaRNA	SCARNA20	ENSG00000252577	369.603583653576	1.67251499372502	0.559915316871593	2.9870856240723	0.00281650826264492	0.203497787638438
protein_coding	OLFML3	ENSG00000116774	32.5730622158609	-1.7933506964206	0.601510892216872	-2.98141017831148	0.00286924202367753	0.205827126027096
protein_coding	PECAM1	ENSG00000261371	818.597812744952	-1.40232039262169	0.471200003923879	-2.97606192899826	0.00291975894454733	0.206898743922318
protein_coding	ENTPD4	ENSG00000197217	87.1087126001676	0.80197091152685	0.269645398859677	2.97416872276836	0.00293783487614587	0.206898743922318
snoRNA	SNORA80A	ENSG00000200792	22.4836638234391	1.68448815756526	0.566534688139829	2.97331865608466	0.00294598430557517	0.206898743922318
ENSG00000238723	Y_RNA	ENSG00000238723	42.2460008352885	1.69971406084769	0.572413853750449	2.96937967121372	0.00298401654114446	0.208114431407735
protein_coding	SLC7A2	ENSG00000003989	26.2545825967431	1.72247163673918	0.581526211020331	2.96198452296238	0.00305663148087656	0.211526700930107
snoRNA	SNORA49	ENSG00000208892	153.35727809877	1.55396313620774	0.525298813514043	2.95824604249975	0.00309395062486206	0.211526700930107
protein_coding	TTC7B	ENSG00000165914	46.336790692789	1.14958284239163	0.388896299009084	2.95601384050398	0.00311643105882149	0.211526700930107
protein_coding	GOLGA8O	ENSG00000206127	134.143393284274	-1.76484998723383	0.597052313252732	-2.95593861385271	0.00311719125138463	0.211526700930107
protein_coding	ZFP36L1	ENSG00000185650	101.759772039496	1.24614218362575	0.422852116828752	2.9469928942804	0.00320880576890571	0.214974123926245
protein_coding	FOXP2	ENSG00000128573	188.156805422898	-1.30978107431696	0.444475690148772	-2.94680024880227	0.00321080539569219	0.214974123926245
protein_coding	NACC1	ENSG00000160877	92.8260165897966	0.722409595130717	0.24575841405601	2.93951113700658	0.00328730456425027	0.216583440062076
protein_coding	EIF5AL1	ENSG00000253626	57.4110958799168	1.20537968653677	0.410249425579127	2.9381630086019	0.00330163377406167	0.216583440062076
protein_coding	NDUFB4	ENSG00000065518	90.0301309908315	0.716514730273117	0.244053185076752	2.93589583781822	0.0033258597961067	0.216583440062076
protein_coding	DYNC1H1	ENSG00000197102	638.587026069094	0.706170732990124	0.240656645565615	2.93434960555696	0.00334247491673193	0.216583440062076
protein_coding	CPM	ENSG00000135678	188.565206791116	1.34323399133807	0.457897780933865	2.9334800194895	0.00335185227545547	0.216583440062076
protein_coding	SMIM3	ENSG00000256235	57.9276222366057	1.2268896409795	0.418597954642218	2.9309499183486	0.00337927255638448	0.216583440062076
protein_coding	CCDC71L	ENSG00000253276	26.5897780211592	1.13412065641768	0.387025627510816	2.9303502812252	0.00338580106439768	0.216583440062076
ENSG00000207142	Y_RNA	ENSG00000207142	1356.9119879965	1.46898505097269	0.50240308233281	2.92391727405761	0.00345656595672308	0.217681772380878
protein_coding	REXO1	ENSG00000079313	33.7244910350061	0.939835484153178	0.321573205762339	2.92261751698234	0.00347102609394495	0.217681772380878
protein_coding	RHOG	ENSG00000177105	89.8828807678963	1.27732183820858	0.437259113863738	2.9212011773107	0.00348684590924994	0.217681772380878
protein_coding	PTGIR	ENSG00000160013	26.1422488082344	1.80195116040558	0.617108653689075	2.91999010163529	0.00350042503706662	0.217681772380878
processed_pseudogene	RPL17P19	ENSG00000241261	24.6771579079547	-1.66679673227354	0.571012595789186	-2.91901920301756	0.00351134592509233	0.217681772380878
protein_coding	RTN4	ENSG00000115310	506.633152221075	-0.834503803541171	0.287330936852008	-2.90432980410664	0.00368040243209763	0.225504212114582
protein_coding	BCAT1	ENSG00000060982	239.473193842205	1.48032023473138	0.509984375905849	2.90267762047023	0.00369987283858501	0.225504212114582
protein_coding	RAD54L2	ENSG00000164080	69.8469871152901	0.782393571672909	0.269581422663817	2.90225329305647	0.00370488847942906	0.225504212114582
protein_coding	SEPT6	ENSG00000125354	42.1495734064617	-1.50084177389183	0.518937853471304	-2.89214163864194	0.00382625408311449	0.231488372028427
protein_coding	TP53INP2	ENSG00000078804	23.7468089777681	1.60830601116223	0.556987501724063	2.88750825859464	0.00388306412016068	0.232706335331015
lincRNA	CTC-444N24.11	ENSG00000268205	52.3213389448466	1.31947893766628	0.457260383735606	2.88561831420153	0.00390645599238999	0.232706335331015
protein_coding	PLD4	ENSG00000166428	107.649042257981	-1.39624675177506	0.483991449675918	-2.88485830216626	0.00391589870267266	0.232706335331015
snRNA	RNU5E-1	ENSG00000199347	3664.70999659711	1.60875710849808	0.560415782713886	2.87064918248281	0.00409629856941483	0.2407210966245
protein_coding	GPR132	ENSG00000183484	170.489726330014	1.54722600378284	0.539074962913183	2.87014999810336	0.00410277123065514	0.2407210966245
protein_coding	TIFAB	ENSG00000255833	41.2745041845961	1.74652480709482	0.609391137425159	2.86601609349679	0.00415673113606538	0.2407210966245
protein_coding	PCGF5	ENSG00000180628	78.888651693126	1.24935348732991	0.436141217723646	2.86456183584452	0.00417586614722219	0.2407210966245
protein_coding	SEPT11	ENSG00000138758	170.160302254441	1.10973715803774	0.387652518979844	2.86271107165291	0.00420033391657173	0.2407210966245
protein_coding	CRAMP1L	ENSG00000007545	24.0658802928084	0.930240616794419	0.325214374647834	2.86039206539302	0.00423117555287442	0.2407210966245
processed_transcript	ZFPM2-AS1	ENSG00000251003	30.3567341880698	-1.41062879932364	0.493276120785287	-2.85971434635422	0.00424022758629251	0.2407210966245
protein_coding	HEXB	ENSG00000049860	311.396941153633	-1.13218445638354	0.395931973634477	-2.85954288053728	0.00424252057179493	0.2407210966245
protein_coding	PIP5K1C	ENSG00000186111	78.827634319867	1.16131026933283	0.406438694990742	2.85728274311893	0.00427285032446792	0.240914952022585
protein_coding	KIZ	ENSG00000088970	57.9596245179881	-1.38699760486971	0.485690753237026	-2.85572166162454	0.00429391381181347	0.240914952022585
processed_pseudogene	RPS19P3	ENSG00000240463	104.901849067816	1.00293960649662	0.351465746769057	2.8535913263708	0.00432281008965163	0.241188787390952
snoRNA	SNORA79	ENSG00000222489	425.611910140645	1.52409602975572	0.534458663256715	2.85166306495748	0.00434911729444565	0.241315939160871
protein_coding	RELT	ENSG00000054967	63.4235044038678	0.873446005957906	0.306593963630358	2.84886889361908	0.00438749565410266	0.242107795901939
protein_coding	QSOX2	ENSG00000165661	35.6433844398644	1.05267552347484	0.369832053499312	2.84636097254019	0.00442220345739257	0.242689559139856
protein_coding	RHOQ	ENSG00000119729	116.192222542293	1.39266862667013	0.490206979862472	2.84098081806351	0.00449750175148234	0.244974447623806
protein_coding	SPRY2	ENSG00000136158	169.003188208792	-1.52905182301573	0.538415546898948	-2.8399102362895	0.00451262300213124	0.244974447623806
protein_coding	SPATA13	ENSG00000182957	19.4944373303702	1.59072924345667	0.56255899532683	2.82766653216967	0.00468886206597223	0.25272041669433
protein_coding	BEX1	ENSG00000133169	15.9265730238579	-1.43504649357765	0.508261488187614	-2.82344133271796	0.00475111203736505	0.25272041669433
snoRNA	SNORA20	ENSG00000207392	82.8715487369214	1.71668183279125	0.608061684153586	2.82320343071912	0.00475463919677586	0.25272041669433
snoRNA	SNORA71C	ENSG00000201512	18.4076275974551	1.47446745486128	0.522284058485218	2.82311403326704	0.0047559652250551	0.25272041669433
protein_coding	TFRC	ENSG00000072274	341.492411934677	0.841963680913441	0.298461772817931	2.82101011785875	0.0047872692950373	0.253044976473998
protein_coding	CCL19	ENSG00000172724	14.3902477122128	1.69586371875672	0.602299982317204	2.81564630341228	0.00486792267158338	0.255960981103203
protein_coding	RUNX3	ENSG00000020633	284.475300104831	1.61125480266359	0.572916721222338	2.81237175138809	0.00491776301114642	0.257234864171581
protein_coding	SLC22A15	ENSG00000163393	69.1876721911365	-1.06515408965667	0.379264644315715	-2.80847188268357	0.00497772289823787	0.259022129880844
protein_coding	CTSL	ENSG00000135047	720.034016941169	-1.24873647218442	0.445062865402639	-2.80575300537535	0.00501991550242605	0.259388286506629
